,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2375,Cloudphysician,Hospital & Health Care,Pre-series A,$4000000,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,2017.0,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity
2376,Wiggles.in,Veterinary,Pre-series A,$5500000,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,2018.0,Anushka Iyer,Anthill Ventures
2377,Avanti Finance,Financial Services,Series A2,$15000000,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,2017.0,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
2378,Vanity Wagon,Consumer Goods,Pre-series A,$700000,New Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021,2018.0,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures
2379,Purplle,E-commerce,undisclosed,$70000000,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021,2012.0,"Rahul Dash, Manish Taneja",Kedaara
2380,Wallmantra,Arts & Crafts,undisclosed,$Undisclosed,Noida,WallMantra is a well reputed wall decoration online store in India.,2021,2013.0,Shivam Agarwal,Velocity
2381,MFine,Hospital & Health Care,Series C,$48000000,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021,2017.0,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT"
2382,Aquatein,Food & Beverages,Seed,$Undisclosed,Mumbai,India's First Protein Water in 21g and 10g Variants with BCAA.,2021,2019.0,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures
2383,Mentza,E-learning,Seed,$400000,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021,2020.0,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures
2384,ConnectedH,Hospital & Health Care,Seed,$2300000,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021,2018.0,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India"
2385,CredAvenue,FinTech,Series A,$90000000,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,2017.0,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds"
2386,Vedantu,E-learning,Series E,$100000000,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021,2011.0,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia
2387,Exotel,Telecommunications,Series C,$35000000,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021,2011.0,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund"
2388,Fantasy Akhada,sports,Series A,$2000000,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021,2020.0,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited
2389,Meesho,Social commerce,undisclosed,$570000000,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital"
2390,PumPumPum,Automotive,undisclosed,$Undisclosed,Gurugram,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2021,2018.0,Tarun Lawadia,LC Nueva AIF
2391,Cusmat,Computer Software,Pre-series A,$100000,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021,2016.0,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle
2392,Homeville,Information Technology & Services,undisclosed,$7000000,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021,2017.0,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund"
2393,Coinshift,Blockchain,Seed,$2500000,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021,2021.0,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal"
2394,Strip Finance,Financial Services,Seed,$400000,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021,2021.0,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital"
2395,Ola Electric,Automotive,undisclosed,$200000000,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
2396,Kolo,Construction,Pre-seed,$550000,Bangalore,Home construction app for finding ideas and service providers near you,2021,2020.0,"Pranav Garg, Jery Althaf",Better Capital
2397,Chqbook,FinTech,Pre-series B,$5000000,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group"
2398,My3DSelfie,Arts & Crafts,Pre-series A,$Undisclosed,Guwahati,World's first to create 3d figurine from photos,2021,2016.0,Harsha P Deka,"NEVF, AccelNest"
2399,EV Plugs,Information Technology & Services,undisclosed,$150000,Gurugram,EV charging station aggregator platform,2021,2021.0,"Manish Narang, Kapil Narang, Ashwani Arora",
2400,Rulezero,Financial Services,Seed,$2500000,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021,2019.0,"Satish Mugulavalli, Srinivas Katta",The Treasury
2401,CredRight,Financial Services,undisclosed,$2700000,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021,2016.0,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts"
2402,Karbon Card,FinTech,Pre-series A,$12000000,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator"
2403,Auntie Fung,Food & Beverages,undisclosed,$400000,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021,2015.0,"Satrajit Das, Subhradeep Bhowmik",India Angel Network
2404,ePayLater,Financial Services,Series B,$10000000,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021,2015.0,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures"
2405,Fittr,"Health, Wellness & Fitness",Series A,$11000000,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021,2016.0,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures"
2406,Medikabazaar,Healthtech,Series C,$75000000,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021,2014.0,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis"
2407,Nimble Growth Organics,Farming,Seed,$Undisclosed,Bangalore,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2021,2016.0,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",
2408,Delhivery,Logistics & Supply Chain,undisclosed,$125000000,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,2011.0,Sahil Barua,"Lee Fixel’s venture capital firm, Addition"
2409,Akudo,Financial Services,Seed,$4200000,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels"
2410,Sanctum Wealth,Investment Management,undisclosed,$10000000,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021,2016.0,Shiv Gupta,The Xander Group
2411,88academics,Education,Pre-series A,$3000000,New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021,2018.0,Anil Ahuja,Aarin Capital
2412,Upgame,sports,undisclosed,$Undisclosed,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,2021,2017.0,Sameer Sawhney,"James Milner, Adam Lallana"
2413,Sanfe,"Health, Wellness & Fitness",Series A,$1000000,New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021,2018.0,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma"
2414,PredictiVu,Management Consulting,Pre-seed,$1500000,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2021,2020.0,,Kunal Sarkar
2415,Sterling Accuris Wellness,Hospital & Health Care,undisclosed,$30000000,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2021,2016.0,Girish Patel,Morgan Stanley Private Equity Asia
2416,Bijnis,B2B startup,Series B,$30000000,New Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2021,2015.0,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital
2417,Capital Float,Financial Services,undisclosed,$50000000,Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2021,2013.0,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India
2418,Manch Technologies,Information Technology & Services,Pre-series A,$1000000,Bangalore,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2021,2017.0,Suresh Anantpurkar,Bharat Inclusion
2419,Sochcast,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,undisclosed,,Online Media	#REF!,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",2021,2020.0,"Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed
2420,Glamyo Health,Hospital & Health Care,Series A,$3000000,New Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2021,2019.0,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital
2421,CashBook,FinTech,Seed,$2300000,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021,2020.0,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures"
2422,The Money Club,Financial Services,Pre-series A,$1700000,Noida,The Money Club is a mobile platform for peer to peer chit funds.,2021,2016.0,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts"
2423,SuperZop,Retail,Series A,$4000000,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2021,2016.0,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund
2424,Zypp Electric,Logistics & Supply Chain,Series A,$7000000,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2021,2017.0,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures"
2425,Alpha Coach,Professional Training & Coaching,undisclosed,$1200000,Mumbai,One to One Personal Fitness Coaching,2021,2021.0,Ketan Mavinkurve,Jani Ventures INC
2426,VRO Hospitality,Hospitality,Series A,$3000000,Bangalore,One of the fastest-growing hospitality companies based out of Bangalore.,2021,2018.0,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors
2427,byteXL,E-learning,undisclosed,$200000,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2021,2019.0,"Sricharan Tadepalli, Karun Tadepalli",Joseph Joy
2428,Leena AI,Computer Software,Series B,$30000000,Gurugram,AI to help enterprises transform the employee experience.,2021,2015.0,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners
2429,CARS24,Automotive,Series F,$450000000,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2021,2015.0,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2"
2430,Klub,Financial Services,Debt,$2000000,Bangalore,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2021,2019.0,"Anurakt Jain, Ishita Verma",Trifecta Capital
2431,Bluepad,Online Media,Pre-seed,$200000,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2021,2020.0,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate"
2432,FloBiz,Information Technology & Services,Series B,$31000000,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2021,2019.0,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India
2433,Tummoc,Mobility,Seed,$540000,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2021,2016.0,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim"
2434,Design Cafe,Design,undisclosed,$25000000,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2021,2015.0,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures"
2435,PayCardo,Financial Services,Pre-seed,$Undisclosed,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,2021,2021.0,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold
